myday_id,user_id,entry_date,entry
492,73,2020-01-26,"Celebrated Republic day"
493,93,2020-01-26,"Watched tutorial videos on python."
494,77,2020-01-26,"Learned about the architecture of CNN"
495,14,2020-01-26,"1. watched videos on logistic regression
2. submitted milestone 2 task
3. nothing else"
496,18,2020-01-26,"26/1
Went for a movie.
Will watch the milestone video.
"
497,75,2020-01-26,"Catching up with people over text. Lazed in general."
498,102,2020-01-26,"went out with cousins"
499,38,2020-01-26,"reading random blog
Watched DBMS lecture
"
500,6,2020-01-26,"1. Attended our annual sports Competition as volunteer
2. Worked on #ML2 assignment 1
"
501,11,2020-01-26,"Enjoyed whole day"
502,44,2020-01-26,"Revised lectures."
503,16,2020-01-26,"Sunday...No work..."
504,25,2020-01-26,"Made Portfolio"
505,96,2020-01-26,"spent three hours on a saarkari website"
506,5,2020-01-26,"Listened to Sunday Suspense. Watched Dwitiyo Purush. "
507,8,2020-01-26,"1.shopping with mom
2.robotics work"
508,40,2020-01-26,"Watched vedios on Python.

"
509,41,2020-01-26,"Revision "
510,9,2020-01-26,"Shopping and milestone work"
511,85,2020-01-26,"Watched republic day parade
"
512,48,2020-01-27,"Watched lecture for tasks"
513,21,2020-01-27,"20/01

Visited North Goa
Submitted task"
514,69,2020-01-27,"8 hours class "
515,35,2020-01-27,"completed the task
watched a movie
"
516,82,2020-01-27,"Attended college and learned about python image processing."
517,79,2020-01-27,"Attended college.again"
518,72,2020-01-27,"Looking forward to the next task."
519,39,2020-01-27,"submitted my portfolio resume video"
520,89,2020-01-27,"Went to college!"
521,43,2020-01-27,"Submitted resume video "
522,102,2020-01-27,"Went to college "
523,96,2020-01-27,"worked on a project and the third task"
524,53,2020-01-27,"Nothing productive"
525,84,2020-01-27,"Went out with frnds and watched some videos for the next task"
526,101,2020-01-27,"Doing task 3"
527,94,2020-01-27,"Watched Sex education season1&2"
528,80,2020-01-27,"Worked on task 3"
529,103,2020-01-27,"Clg as usual and see the lecture video..."
530,44,2020-01-27,"Nothing productive. "
531,87,2020-01-27,"Attended college today."
532,81,2020-01-27,"Went to college."
533,5,2020-01-27,"Went to college. Nothing else. "
534,95,2020-01-27,"College as usual."
535,105,2020-01-27,"Went to college and watched the video on how the complexity of the quick sort is calculated. "
536,88,2020-01-27,"Spending the Monday like sunday"
537,15,2020-01-27,"college
html css revision
making sites"
538,14,2020-01-27,"1. College
2. Lab file"
539,6,2020-01-27,"1. Solving problems in hackerrank 
2. Preparing aptitude test
3. Working on SIH project"
540,68,2020-01-27,"waiting for task 2 results..."
541,18,2020-01-27,"27/1
Went for movie.
Working on decisiontrees."
542,83,2020-01-27,"Nothing 
"
543,38,2020-01-27,Travelled
544,93,2020-01-27,"Went to Papa's office.
Working on portfolio."
545,9,2020-01-27,"task 2 of milestone and college
"
546,76,2020-01-27,"Attended college and made some update on my portfolio website."
547,86,2020-01-27,"Attended College and watched SE season 1"
548,90,2020-01-27,"College reopens"
549,16,2020-01-27,"Trying to understand web development!!"
550,104,2020-01-27,"Went to college and did some research in portfolio.  "
551,78,2020-01-27,"Attended college, 2 consecutive classes of Discrete Mathematics :')
Watched YouTube videos on Google Sites"
552,75,2020-01-27,"attended college and spent some time refurbishing my website a bit."
553,40,2020-01-27,"Made a  Vedio Portfolio"
554,41,2020-01-27,"Revision "
555,85,2020-01-27,"College started"
556,70,2020-01-27,"Think about task #3"
557,9,2020-01-28,"College and Saraswati puja decorations"
558,48,2020-01-28,"watched lecture on aws"
559,68,2020-01-28,"made a portfolio"
560,74,2020-01-28,fine.
561,70,2020-01-28,"Went to college"
562,17,2020-01-28,"Study
Milestone 2 task"
563,89,2020-01-28,"Working with my 3 rd task"
564,72,2020-01-28,"watched a movie and will try to do the task today"
565,69,2020-01-28,"Attanding classes"
566,32,2020-01-28,"Tired travelling and wasted whole day in sleeping"
567,93,2020-01-28,"Working on my portfolio."
568,105,2020-01-28,"Went to college & made portfolio "
569,35,2020-01-28,"Worked on assignment
Nothing more productive"
570,79,2020-01-28,"Same boring day in college..and will start the..portfolio work ."
571,15,2020-01-28,"college
FIFA"
572,94,2020-01-28,"Nothing special"
573,102,2020-01-28,"Attended college ; working on portfolio"
574,76,2020-01-28,"Busy with family function."
575,77,2020-01-28,"Starting at college"
576,83,2020-01-28,College
577,87,2020-01-28,"created portfolio website"
578,81,2020-01-28,"working on my portfolio"
579,96,2020-01-28,"worked on portfolio"
580,103,2020-01-28,"Clg as usual.. and made the portfolio."
581,90,2020-01-28,"attended college"
582,73,2020-01-28,"Went college"
583,43,2020-01-28,"worked on next assignment"
584,6,2020-01-28,"1. Watched a movie
2. Working on ML#2 assignment 2"
585,8,2020-01-28,"1.college
2.robotics project work"
586,104,2020-01-28,"Went to college, did my portfolio work."
587,95,2020-01-28,"Working on task 3. "
588,86,2020-01-28,"Attended college and did preparation for saraswati puja"
589,39,2020-01-28,"Work on the assignment"
590,53,2020-01-28,"Travelling and photography"
591,38,2020-01-28,"Worked on previous assignment
"
592,5,2020-01-28,"Went to college. Saraswati puja preparations. "
593,14,2020-01-28,"1. college
2. saraswati puja preparation"
594,78,2020-01-28,"College as usual. Completed the portfolio website. "
595,21,2020-01-28,"Nothing much. Discussed a bit about the next task"
596,16,2020-01-28,"Saraswati Puja preparation
"
597,40,2020-01-28,"Nothing Productive 
"
598,75,2020-01-28,"attended college, had my plans canceled, went to the gym, added a page to my website"
599,11,2020-01-28,"Went to college"
600,88,2020-01-28,Sleeping
601,18,2020-01-28,"28/1
Saraswati Pujo preparations."
602,41,2020-01-28,"Nothing i do today
"
603,84,2020-01-28,"Was a home, watch a movie and slept "
604,82,2020-01-28,"Attended college and registered for Google codejam"
605,85,2020-01-28,"Started task3"
606,67,2020-01-29,"Oh no !!!!! rain !!!!!!"
607,68,2020-01-29,"Will enjoy the day... Happy Saraswati puja"
608,32,2020-01-29,"Watched the previous numpy videos...."
609,35,2020-01-29,"Saraswati Puja
Nothing productive"
610,101,2020-01-29,"Going to Howrah for meeting my relatives"
611,48,2020-01-29,"watched movie"
612,84,2020-01-29,"Happy Saraswati Puja.. 
Going to clg.. Hoping to hav a grt day.."
613,74,2020-01-29,great.
614,89,2020-01-29,"Happy saraswati puja ..completed my portfolio website"
615,88,2020-01-29,"Today is Saraswati puja"
616,103,2020-01-29,"Happy saraswati puja....njoy the day at mamarbari.????????????????????????????"
617,79,2020-01-29,"Will go for hang out with friends.."
618,70,2020-01-29,"Happy Sarataswati puja"
619,69,2020-01-29,Good
621,53,2020-01-29,Travelling
622,72,2020-01-29,"celebrated saraswati puja"
623,93,2020-01-29,"Went to Tea Auction with Papa. Wonderful experience. 
Completed assignment 3 and submitted it. 
Went to my friend's house on the occasion of Saraswati Puja."
624,82,2020-01-29,"Spent my holiday by enjoying and wishing you all Happy Saraswati Puja!!!!"
625,105,2020-01-29,"Celebrated Saraswati Puja and completed task 3
"
626,87,2020-01-29,"Attended Saraswati Puja in college"
627,6,2020-01-29,"1. Completed & submitted #ML2 task 2
2. Celebrated saraswati puja
3. Went out with friends"
628,81,2020-01-29,"Published my portfolio."
629,83,2020-01-29,"Attended Saraswati Puja at college "
630,71,2020-01-29,"happy Saraswati puja."
631,29,2020-01-29,"Sarswati puja"
632,75,2020-01-29,"attended lunch at my cousin's place; gave my website a lick of fresh paint."
633,45,2020-01-29,"Nothing productive "
634,43,2020-01-29,"worked on assignment"
635,11,2020-01-29,"Enjoyed whole day with friends"
636,44,2020-01-29,"Watched lectures. "
637,96,2020-01-29,nothing..
638,73,2020-01-29,"Doing Third Task"
639,39,2020-01-29,"Enjoying saraswati puja"
640,104,2020-01-29,"Worshipped Goddess Saraswati. Completed my 3rd task. "
641,77,2020-01-29,"Saraswati puja"
642,18,2020-01-29,"29/1
Saraswati Pujo.
Sick."
643,5,2020-01-29,"Saraswati puja celebrations"
644,25,2020-01-29,"Watched Movie"
645,38,2020-01-29,"complete Task 7
Continue something that I haven’t finished yesterday. Work on some new feature on a website"
646,76,2020-01-29,"Done with my portfolio website."
647,8,2020-01-29,"1.celebrated saraswati puja
2.not well"
648,14,2020-01-29,"1. Saraswati puja celebration with friends
2. Wrote lab copy"
649,94,2020-01-29,"Happy Saraswati Puja!!!"
650,21,2020-01-29,"Kinda wasted the whole day by doing nothing"
651,86,2020-01-29,"Happy Saraswati Puja"
652,16,2020-01-29,"Saraswati puja ....... full day....."
653,85,2020-01-29,"Completed Task 3
"
654,95,2020-01-29,"Happy Saraswasti puja."
655,78,2020-01-29,"Visited school on the occasion of Saraswati Puja. Realized how easier school life used to be... :')
 "
656,15,2020-01-29,"full day enjoy
"
657,40,2020-01-29,"Happy Saraswati puja"
658,17,2020-01-29,"Milestone 2 Task 2
Study
Coding"
659,90,2020-01-29,"forgot to upload My day yesterday ????"
660,52,2020-01-29,"Finally submitted database task.
lectures on plastic management.
"
661,32,2020-01-30,"Enjoyed saraswati puja ..."
662,103,2020-01-30,"Going to visit the book fair.."
663,35,2020-01-30,Travelling
664,79,2020-01-30,"Will watch youtube and spent holiday ."
665,74,2020-01-30,"Nothing spacial"
666,48,2020-01-30,"nothing productive"
667,83,2020-01-30,"Rest "
668,67,2020-01-30,"Very bad weather....."
669,89,2020-01-30,"Went for college training"
670,70,2020-01-30,"Holiday
"
671,80,2020-01-30,"Will watch youtube and spent holiday ."
672,69,2020-01-30,"Interesting day"
673,81,2020-01-30,"Python , FIFA"
674,9,2020-01-30,"1.task 2 of milestone 
2.sleep"
675,43,2020-01-30,"worked on assignment
"
676,68,2020-01-30,"Had set backs in an personal project"
677,102,2020-01-30,"Went to college and then hung out with friends "
678,72,2020-01-30,"Watched a movie in Nandan."
679,96,2020-01-30,"went through lecture attended in college"
680,53,2020-01-30,"Try to make the 1 min resume video 
But failed due to some editing problem"
681,84,2020-01-30,"Nothing much"
682,29,2020-01-30,"Python continued...."
683,101,2020-01-30,"In Sleeping mode due to weather"
684,77,2020-01-30,"Got a brief introduction to Theano"
685,15,2020-01-30,"college
ml2 task 2"
686,18,2020-01-30,"30/1
Sick."
687,52,2020-01-30,"Doing some departmental work.
"
688,3,2020-01-30,"Completed 65% of introduction to machine learning Andrew NG.
"
689,39,2020-01-30,"Nothing more productive"
690,94,2020-01-30,"Feeling Bored......."
691,82,2020-01-30,"Not a holiday but due to bad weather classes were canceled so I spent my officially undeclared holiday and done some project work."
692,6,2020-01-30,"1. Went to cognizant campus
2. Celebrating saraswati pujo"
693,85,2020-01-30,"Slept a bit more than usual because of the weather."
694,105,2020-01-30,"Went for circumambulation of shyamji's shrine "
695,87,2020-01-30,"Committed changes in Github.
outing with friends
"
696,21,2020-01-30,"Was a Rest day"
697,44,2020-01-30,"Read novel."
698,8,2020-01-30,"1.Sick
2. Also my laptop is sick so, worked nothing."
699,104,2020-01-30,"Went to college, got gifts for friends and chilled in a cafe in the afternoon."
700,73,2020-01-30,Nothing
701,75,2020-01-30,"attended college, went shopping with friends, received a gift from my lovely folks, chilled in a cafe on this rainy afternoon and watched a movie."
702,38,2020-01-30,"nothing productive"
703,14,2020-01-30,"1. college
2. completed ML task 2"
704,24,2020-01-30,"learn about dbms"
705,5,2020-01-30,"Went to college. Completed task 2 of milestone 2."
706,40,2020-01-30,"Watched movie"
707,78,2020-01-30,"Attended college as usual. Finding it hard to keep my eyes open in this weather. "
708,11,2020-01-30,"Went to college
Assignment"
709,88,2020-01-30,"Watched the resume video"
710,76,2020-01-30,"Just another day."
711,90,2020-01-30,"played games all-day"
712,16,2020-01-30,"Saraswati visarjan in hostel and college."
713,95,2020-01-30,"Watched videos on python."
714,93,2020-01-30,"Literally did nothing."
715,36,2020-01-30,"completed the assignment and introductory video "
716,35,2020-01-31,"Nothing productive"
717,48,2020-01-31,revision
718,96,2020-01-31,"went to college"
719,74,2020-01-31,"???????????
 "
720,103,2020-01-31,"As usual Clg....."
721,87,2020-01-31,"Submitted Winter Workshop project"
722,70,2020-01-31,…..
723,72,2020-01-31,"Trying to evaluate task 4 and 5"
724,102,2020-01-31,"Attended college ; working on 2nd task"
725,105,2020-01-31,"Went to college and did some assignment work."
726,39,2020-01-31,"Nothing more productive"
727,29,2020-01-31,"Worked on recipe assignment"
728,53,2020-01-31,"Finished the resume video"
729,94,2020-01-31,"Watched thrilling Match btw INDvsNZ"
730,95,2020-01-31,"Attended ML workshop."
731,86,2020-01-31,"Plyaed Cricket.."
732,80,2020-01-31,"Watched Ind vs Nz"
733,68,2020-01-31,"Went to college "
734,104,2020-01-31,"Went to college, went out to eat momos with friends. And completed my class notes."
735,43,2020-01-31,"watched lectures on postgreSQL"
736,77,2020-01-31,"Created my first video: video resume"
737,5,2020-01-31,"Went to college. Nothing else. "
738,44,2020-01-31,"Did RDS."
739,101,2020-01-31,"nptel ka assignment kiya  "
740,11,2020-01-31,"Went to college
Completed task2"
741,21,2020-01-31,"Going back home??"
742,75,2020-01-31,"went to college, went browsing momo eateries in newtown, got a haircut, wrote an FIR. Good day."
743,90,2020-01-31,"slept most of the day"
744,8,2020-01-31,"1.college
2.nothing else"
745,18,2020-01-31,"31/1
Studied Java.
Doing Task 2
"
746,40,2020-01-31,"Studied Data Structure and algorithms"
747,38,2020-01-31,"CSI Workshop"
748,78,2020-01-31,"Attended college. Went to Book fair. "
749,81,2020-01-31,"Went to college, went to see a play."
750,84,2020-01-31,"Did nothing"
751,36,2020-01-31,"took one more step in web development course and played football"
752,9,2020-01-31,"College and lab files"
753,14,2020-01-31,"1. College
2. Sleep
3. Started with ML task 3"
754,76,2020-01-31,"Went out with friends.
Making notes for college."
755,6,2020-01-31,"1. Attended wedding party
2. Nothing else"
756,82,2020-01-31,"Attended college and completed assigned training project."
757,17,2020-01-31,"Study
EDM night
Party"
758,93,2020-01-31,"Working on video resume."
759,89,2020-01-31,"Hope it will be a nice day"
760,16,2020-01-31,"Pending tasks...."
761,88,2020-02-01,Forgotten
762,35,2020-02-01,"Nothing productive"
763,68,2020-02-01,"Have a busy schedule today..."
764,48,2020-02-01,"worked on assignment"
765,103,2020-02-01,"Busy schedule"
766,24,2020-02-01,"preparing "
767,83,2020-02-01,Weekend
768,102,2020-02-01,"Working on task 4 and 5"
769,9,2020-02-01,"task 3 of milestone"
770,70,2020-02-01,Nothing
771,87,2020-02-01,"1.Created an online resume
2. Figuring out stuff to create a video resume"
772,105,2020-02-01,"Completed task 4"
773,96,2020-02-01,"work,college"
774,80,2020-02-01,"did nothing
"
775,39,2020-02-01,Travelling
776,43,2020-02-01,"Attended SQL offline session"
777,12,2020-02-01,"task 2 and 3"
778,74,2020-02-01,"nothing spacial"
779,29,2020-02-01,"Attended class...... done some work on hacker rank"
780,90,2020-02-01,"working on task 4 and 5"
781,75,2020-02-01,"did some pending work and hit the gym."
782,86,2020-02-01,"Enjoyed the while day.."
783,94,2020-02-01,Picnic!!!!
784,5,2020-02-01,"Modified web page of Task 1. Completed task 3 of Milestone 2."
785,95,2020-02-01,"Friends
Fun
Friday
First Day
February "
786,77,2020-02-01,"Created YouTube channel and posted my first video"
787,53,2020-02-01,"Revised the previous lectures"
788,72,2020-02-01,"sih. enough said."
789,104,2020-02-01,"Did some laundry, did my resume work and netflix. "
790,76,2020-02-01,"Copying rough notes to fair copy."
791,73,2020-02-01,"Attended Wedding "
792,6,2020-02-01,"1. Attended wedding ceremony
2. Nothing else"
793,93,2020-02-01,"Worked day and night on video editing. My whole effort went in vain . The video can't be exported. Don't know the reason. Really depressed."
794,38,2020-02-01,"Attended SQL offline class"
795,14,2020-02-01,"1. task3 ML2
2. started with tableau task "
796,21,2020-02-01,"submitted tasK 2 ML"
797,81,2020-02-01,"Participated in internal Hackathon for SIH  held in college. "
798,89,2020-02-01,"Working with task 4 & 5"
799,40,2020-02-01,"Went to Haldia mela"
800,44,2020-02-01,"Attended lectures and watched cricket match.
"
801,16,2020-02-01,"Trying to understand AWS Beanstalk and flask"
802,11,2020-02-01,"Enjoyed whole day"
803,15,2020-02-01,"web page
flask
"
804,67,2020-02-01,"No so cool....."
805,82,2020-02-01,"Attended today 100th birth anniversary of Founder of College.."
806,85,2020-02-01,"Built my cv"
807,18,2020-02-01,"1/2
Task 2 and 3."
808,35,2020-02-02,Travelling
809,48,2020-02-02,"worked on sql problems"
810,83,2020-02-02,"Since its a sunday gonna stay at home ....do task"
811,68,2020-02-02,"completed all the assigned tasks..."
812,79,2020-02-02,"Just a casual sunday"
813,103,2020-02-02,"Complete the task"
814,9,2020-02-02,"MySQL videos and videos for task 4"
815,74,2020-02-02,NaN
816,72,2020-02-02,"ind vs nz <3"
817,70,2020-02-02,"Nothing special"
818,53,2020-02-02,"Just loitering"
819,69,2020-02-02,Boring
820,87,2020-02-02,"created video resume"
821,102,2020-02-02,"Went out with friends"
822,104,2020-02-02,"Went out with friends. "
823,77,2020-02-02,"Learned advanced functions with Theano"
824,6,2020-02-02,"1. Attended wedding ceremony
2. Completed & submitted #ML2 task 3"
825,95,2020-02-02,"IND VS NZ T20. "
826,86,2020-02-02,"Enjoyed the day with my school friends"
827,96,2020-02-02,"worked on assignments"
828,29,2020-02-02,"Did some previous assignmens."
829,82,2020-02-02,"Spent the holiday by taking rest"
830,90,2020-02-02,"done nothing productive"
831,5,2020-02-02,"Made the site in task 1 to be responsive and deployed it on aws elastic beanstalk. "
832,89,2020-02-02,"Successfully weasted my day.."
833,11,2020-02-02,"Did some college assignments
Lab file"
834,94,2020-02-02,"Finally Brown Stroman win a Wwe individual tittle "
835,93,2020-02-02,"Working on Resume."
836,38,2020-02-02,"CSI Workshop"
837,41,2020-02-02,"Return back to haldia
"
838,18,2020-02-02,"2/2
task 3
read a book"
839,15,2020-02-02,"full day fun with friends
"
840,39,2020-02-02,"Enjoying Haldia mela"
841,43,2020-02-02,"Studied postgreSQL "
842,105,2020-02-02,"Went for shyam ji kirtan."
843,21,2020-02-02,"working on flask since morning"
844,14,2020-02-02,"1. submitted tableau
2. worked on task 3 ml2 but failed"
845,44,2020-02-02,"Watched movie."
846,81,2020-02-02,Wasted
847,16,2020-02-02,"working on ml2
"
848,78,2020-02-02,"Did my work as a content writer for IEM Media Cell. And slept a lot."
849,76,2020-02-02,"A day well spent with friends."
850,75,2020-02-02,"Spent it with my homies doing nothing."
851,84,2020-02-02,"Enjoyed my birthday with friends and family"
852,88,2020-02-02,"Done nothing"
853,101,2020-02-02,"Went for a movie"
854,40,2020-02-02,"Nothing Productive"
855,35,2020-02-03,"College, watched a few lectures on SQL"
856,69,2020-02-03,"6 hour long class"
857,48,2020-02-03,"nothing productive"
858,103,2020-02-03,"Clg as usual..."
859,70,2020-02-03,"Went to college
"
860,43,2020-02-03,"attended college"
861,89,2020-02-03,"Went to college 
"
862,102,2020-02-03,"Attended college"
863,12,2020-02-03,"Completed task 3
"
864,24,2020-02-03,PCA
865,74,2020-02-03,"nothing spacial."
866,87,2020-02-03,"1. Attended College
2. Started with Computer Architecture, Automata Theory"
867,29,2020-02-03,"Attended 1st day of college."
868,39,2020-02-03,"Attained college"
869,68,2020-02-03,"went to doctor"
870,82,2020-02-03,"Attended college made video resume and also my online resume as classroom task."
871,81,2020-02-03,"Made my video resume .  "
872,77,2020-02-03,"Boring college"
873,94,2020-02-03,"Working on my resume "
874,5,2020-02-03,"Went to college. Completed college assignments. "
875,86,2020-02-03,"Making video resume ??"
876,73,2020-02-03,"College day"
877,95,2020-02-03,"College as usual. "
878,83,2020-02-03,Task
879,21,2020-02-03,"went to college
wrote assignment
still stuck with flask"
880,17,2020-02-03,"Travel
Internship work"
881,96,2020-02-03,"completed task"
882,14,2020-02-03,"1. College
2. Sick
3. Writing lab assignments"
883,11,2020-02-03,"Went to college
Assignments"
884,18,2020-02-03,"3/2
Decision Trees.
Read a book."
885,40,2020-02-03,"Attended my 1st class of this semester and microprocessor lab and busy with the task which was thaught."
886,16,2020-02-03,"Trying to understand javascript."
887,6,2020-02-03,"1. Went to college
2. Attended wedding ceremony"
888,78,2020-02-03,"Cursing my video editing skills while making the video resume. Worked on Microsoft PowerBI for the first time."
889,38,2020-02-03,"nothing productive"
890,44,2020-02-03,"Attended class."
891,53,2020-02-03,"Loitering around the campus"
892,93,2020-02-03,"Completed and submitted task 4 and 5."
893,90,2020-02-03,"finally done with task 3 and 4"
894,104,2020-02-03,"Attended friends wedding."
895,76,2020-02-03,"Attended friends wedding."
896,75,2020-02-03,"attended a great wedding with friends 
attended college
did my video resume"
897,105,2020-02-03,"Went to college"
898,84,2020-02-03,"submitted the tasks"
899,15,2020-02-03,"College. Attended a friend's sister wedding"
900,88,2020-02-03,Hello
901,12,2020-02-04,"Some web development videos."
902,103,2020-02-04,"Went to doctor..."
903,35,2020-02-04,"College
Learnt PCA
Solved some questions"
904,48,2020-02-04,"revised some topics"
905,74,2020-02-04,"nobody gives a f***"
906,10,2020-02-04,"Taught, did college , went to marriage, very sick :'("
907,68,2020-02-04,"Have a busy schedule"
908,83,2020-02-04,"Lots of work to do ????"
909,69,2020-02-04,Good
910,101,2020-02-04,"College ????"
911,70,2020-02-04,"Went to college"
912,88,2020-02-04,Boring
913,52,2020-02-04,"Watching a lecture on plastic management-NPTEL"
914,104,2020-02-04,"Went to college. Watched movie with my friends. "
915,43,2020-02-04,"Revised SQL"
916,39,2020-02-04,"work on assignment"
917,84,2020-02-04,Nothing
918,75,2020-02-04,"attended college, joined the sponsorship team of amiphoria"
919,38,2020-02-04,"Solved Math problems"
920,29,2020-02-04,"Nothing productive"
921,89,2020-02-04,"Went for college training"
922,94,2020-02-04,Skl
923,81,2020-02-04,"Watched India vs Pakistan U-19 "
924,86,2020-02-04,"Followed Daily routine"
925,87,2020-02-04,"Attended college 
Started with algorithms"
926,78,2020-02-04,"Stayed back home today, feeling a bit queasy. Watched some videos on linear regression."
927,95,2020-02-04,"IND VS PAK SEMI FINAL."
928,96,2020-02-04,"attended college
"
929,82,2020-02-04,"Attended college and worked for the paper which will be presented in conference at college."
930,102,2020-02-04,"Attended college ; went to movies with friends"
931,77,2020-02-04,"Tried to get better accuracies from my CNN model to recognize hand written digits"
932,8,2020-02-04,"1. College
2. Completing task 
3. Sick"
933,93,2020-02-04,"Took rest!!!"
934,9,2020-02-04,"college
"
935,18,2020-02-04,"4/2
College.
Completing home assignment."
936,21,2020-02-04,"went to college
wrote pending works of college
resting because not well"
937,11,2020-02-04,"Went to college
Did nothing"
938,5,2020-02-04,"Went to college. Wrote lab file. "
939,17,2020-02-04,"Study
Internship work
Task 3 almost done."
940,14,2020-02-04,"1. college
2.updated linkedIn"
941,6,2020-02-04,"1. Went to college 
2. Preparing for apt test
3. Working on infytq assignment"
942,76,2020-02-04,"Watched a movie with friends "
943,16,2020-02-04,"working with javascript
"
944,79,2020-02-04,"..went to college.."
945,105,2020-02-04,"Went to college and completed some assignment work"
946,40,2020-02-04,"Nothing Productive
"
947,53,2020-02-04,"Starting the machine learning in Nptel"
948,72,2020-02-04,nothing
949,90,2020-02-04,"done nothing"
950,48,2020-02-05,"solved problems on sql"
951,68,2020-02-05,"Will try to complete one of my project"
952,85,2020-02-05,"Will try NPTEL task 3"
953,35,2020-02-05,"College
Solved a few questions
Worked on SQL task
Reading The Martian"
954,88,2020-02-05,Hi
955,15,2020-02-05,"College
Gym
"
956,89,2020-02-05,"It's a College day"
957,72,2020-02-05,"ind vs nz. :("
958,70,2020-02-05,"Such a boring day"
959,69,2020-02-05,Good
960,104,2020-02-05,"Went to college. Completed my task ."
961,75,2020-02-05,"attended college, went and bought a gift, attended the the sponsorship meeting, researched for contacts in various brands"
962,102,2020-02-05,"Attended college and went to teach"
963,43,2020-02-05,"attempted sql assignment"
964,38,2020-02-05,"nothing productive"
965,95,2020-02-05,"Machine Drawing Lab. IND VS NZ. "
966,39,2020-02-05,"<p>watched video on SQL</p>"
967,87,2020-02-05,"<p>1. Attended College&nbsp;</p><p>2. Started Discrete Mathematics</p><p>3. looking forward to today's session on NumPy</p>"
968,83,2020-02-05,"<p>Nothing,coz sick.</p>"
969,29,2020-02-05,"<p>Continued on python</p>"
970,52,2020-02-05,"<p>college and done task 8--will look to improve it</p>"
971,44,2020-02-05,"<p>Attended class lecture and viewed SQL lectures.&nbsp;</p>"
972,9,2020-02-05,"<p>learning SQL and task 4 of milestone</p><p><br></p>"
973,74,2020-02-05,<br>
974,81,2020-02-05,"<p>Uploaded our project in the SIH Portal</p>"
975,94,2020-02-05,"<p>What a busy day !!!</p>"
976,90,2020-02-05,<p>college</p>
977,86,2020-02-05,"<p>Attended college and hangout with friends in Chandannagar strand</p>"
978,101,2020-02-05,"<p>College fees cleared<br></p>"
979,103,2020-02-05,"<p>Clg as usual...</p>"
980,105,2020-02-05,"<p>Went to college and made video resume.</p><p><br></p>"
981,96,2020-02-05,"<p>College ,work</p><p><br></p>"
982,77,2020-02-05,"<p>Installed Tensorflow and Keras</p>"
983,53,2020-02-05,"<p><i>Nothing productive</i></p>"
984,5,2020-02-05,"<p>Went to college. Filled up form for college purpose</p>"
985,11,2020-02-05,"<p>Went to college</p><p><br></p>"
986,78,2020-02-05,<p>College</p>
987,6,2020-02-05,"<ol><li>Went to college</li><li>Solved INFYTQ assignment</li></ol>"
988,18,2020-02-05,"<p>5/2</p><ul><li>College.</li><li><i>Studied OOP<b>.</b></i></li><li><b>Will sleep.</b></li></ul>"
989,21,2020-02-05,"<p>Went to college</p><p>Filled up forms</p><p>Flask task</p>"
990,14,2020-02-05,"<p>1. College</p><p>2. Form fill up</p><p>3. Assignment 6 submit&nbsp;</p><p>4. Website submit</p><p>5. Working on recipi&nbsp;</p>"
991,76,2020-02-05,"<p>Attended College</p>"
992,17,2020-02-05,"<p>Aptitude</p><p>Study</p><p>Internship Work</p><p>Task 3 complete</p>"
993,12,2020-02-05,"<ol><li>Book Fair visit.</li><li>Milestone task 4.</li></ol>"
994,16,2020-02-05,"<p>Trying to understand Flask!</p>"
995,40,2020-02-05,"<p>Busy with my classes and labs.</p><p>Went to Haldia mela to see the concert of Sanam Puri.</p>"
996,48,2020-02-06,"<p>studied maths</p>"
997,74,2020-02-06,"<p>busy schedule.<br></p>"
998,69,2020-02-06,"<p>Class hai</p>"
999,35,2020-02-06,<ol><li>College</li><li>Assignment</li><li>Class</li><li>Novel</li></ol>
1000,70,2020-02-06,"<p>Nothing special</p>"
1001,105,2020-02-06,"<p>Went to college and met my frnd.</p><p><br></p>"
1002,84,2020-02-06,"<p>Starting with the new assignment</p>"
1003,83,2020-02-06,<p>Work!</p>
1004,38,2020-02-06,<p>Travelled<br></p>
1005,85,2020-02-06,"<p>Hit the gym.</p>"
1006,72,2020-02-06,"<p>Bangladesh vs Newzealand U19 WC</p>"
